stage,artifact_role,relative_path,file_size_bytes,sha256,source_tree_hash,configuration_hash,experiment_hash,git_head_at_run,canonical_status,used_for_formal_report,notes
Stage 4A Freeze-R.1,stage4a7_3_formal,results/data/stage4a_freeze_r1/stage4a7_3/formal/false_unique_summary.csv,3151,cb958372cb9d28931a670c4c7390da8370f9f3df74fe34a57cb3f271b1ba80d3,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,0a3f215400ce715684eb98cdce75ccbda7301b84,canonical,1,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_formal,results/data/stage4a_freeze_r1/stage4a7_3/formal/frozen_config.csv,1225,a8c54ce88c246ff10c7fb1028f94ad694f46aebdee9a0b8c9145fc7df5cdea21,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,0a3f215400ce715684eb98cdce75ccbda7301b84,canonical,1,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_formal,results/data/stage4a_freeze_r1/stage4a7_3/formal/lower_upper_ood_summary.csv,47864,8e72d74acd8833aa56a93c754df2cbc788e0c94dc9f2b29660df3468068a6ba8,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,0a3f215400ce715684eb98cdce75ccbda7301b84,canonical,1,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_formal,results/data/stage4a_freeze_r1/stage4a7_3/formal/nonunique_benchmark_ledger.csv,120644,66691953fa6e41fb73ff0afc8ced4ba0377c3de2807c6c9c46f9bf9ffe64fe1b,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,0a3f215400ce715684eb98cdce75ccbda7301b84,canonical,1,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_formal,results/data/stage4a_freeze_r1/stage4a7_3/formal/nonunique_equivalence_audit.csv,1373,1b081360225f7de8da5130128fbc4256448f5a2984e7a1a4b5d22a65b16c4c5f,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,0a3f215400ce715684eb98cdce75ccbda7301b84,canonical,1,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_formal,results/data/stage4a_freeze_r1/stage4a7_3/formal/paired_domain_validation.csv,916217,02530b3a429fdf3b03351c3b52c6f4d521907608b1da6db5b602337829d0aa51,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,0a3f215400ce715684eb98cdce75ccbda7301b84,canonical,1,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_formal,results/data/stage4a_freeze_r1/stage4a7_3/formal/parameter_domain_calibration.csv,1211,7cd9c86b32a062e31efb861634d945868f9ac9c8817ff9c0127f7af06cec7d18,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,0a3f215400ce715684eb98cdce75ccbda7301b84,canonical,1,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_formal,results/data/stage4a_freeze_r1/stage4a7_3/formal/runtime_environment_manifest.csv,383,b59f56ce58f9625e1295c60aa463a97b987e9c4fbfa0e41c3caea788e4135b35,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,0a3f215400ce715684eb98cdce75ccbda7301b84,canonical,1,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_formal,results/data/stage4a_freeze_r1/stage4a7_3/formal/runtime_summary.csv,1376,e02575052922f3958dd7f27f1e47c995870b32e0245b7ddaf6b32a6411429806,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,0a3f215400ce715684eb98cdce75ccbda7301b84,canonical,1,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_formal,results/data/stage4a_freeze_r1/stage4a7_3/formal/scenario_manifest.csv,5218906,0c394a82fe192fd1248fe469db9ac12ba72a08ff297958b24d70df3199fdd594,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,0a3f215400ce715684eb98cdce75ccbda7301b84,canonical,1,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,method_selection_sensitivity,results/data/stage4a_freeze_r1/stage4a7_3/formal/selection_rule_sensitivity.csv,15140,f50aea6a19ad4f1d504e75e652d265d8b70d9b2e91597508effbd9634b9a314a,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,0a3f215400ce715684eb98cdce75ccbda7301b84,sensitivity,0,Rule B audit only; not used for canonical selection.
Stage 4A Freeze-R.1,stage4a7_3_formal,results/data/stage4a_freeze_r1/stage4a7_3/formal/source_identity_manifest.csv,68256,7b683233bf9e74d54adc16e0fff6a5d28e48823a25340289eb2f4c0f0bc03da1,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,0a3f215400ce715684eb98cdce75ccbda7301b84,canonical,1,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_formal,results/data/stage4a_freeze_r1/stage4a7_3/formal/stage4a7_3_summary.mat,34419,1cc056f187d5969b36116fa2981534f99aa3489de78a44e283e377c7c106efa5,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,0a3f215400ce715684eb98cdce75ccbda7301b84,canonical,1,Compact summary; frozen inputs are referenced read-only.
Stage 4A Freeze-R.1,stage4a7_3_formal,results/data/stage4a_freeze_r1/stage4a7_3/formal/summary.csv,1376,e02575052922f3958dd7f27f1e47c995870b32e0245b7ddaf6b32a6411429806,1d2a5ade681a6f79e6045da6f1441fc08d1b37261a7decfaf510b6b764a97576,5b3c9a914e70cd1472a611ad784ca51d2af269f307ec4c3c53cc40c7f4d2931b,c35f63e2bd2189bf1b30eb0943414e5cd037c2886918c7f413299bca79c67e5c,0a3f215400ce715684eb98cdce75ccbda7301b84,canonical,1,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_smoke,results/data/stage4a_freeze_r1/stage4a7_3/smoke/development_method_selection.csv,2931,263ef2cc13fd004b6535b98866d438ee42f1f74f0f95b520fdb97c075dfcab3b,3e0fa27a0f28e9c54bb6d0fd53abfdc3e8dd919792d8c7cd998c0207ce1e9689,8c862ed3c0ec412bf713d8c031f549be82ec82cc5ca2bb281aff77f43804d3aa,2f64ea9c31f531221c10c19088a0c0f6d293a66f4391acb10bfac41ca1a014d5,0a3f215400ce715684eb98cdce75ccbda7301b84,history_or_smoke,0,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_smoke,results/data/stage4a_freeze_r1/stage4a7_3/smoke/domain_validation_metrics.csv,53650,bc304f9dd9435015c710ce20045f26a7a6312a1a8fd214dde4a5745e3de7ca04,3e0fa27a0f28e9c54bb6d0fd53abfdc3e8dd919792d8c7cd998c0207ce1e9689,8c862ed3c0ec412bf713d8c031f549be82ec82cc5ca2bb281aff77f43804d3aa,2f64ea9c31f531221c10c19088a0c0f6d293a66f4391acb10bfac41ca1a014d5,0a3f215400ce715684eb98cdce75ccbda7301b84,history_or_smoke,0,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_smoke,results/data/stage4a_freeze_r1/stage4a7_3/smoke/false_unique_summary.csv,3126,92755ae19f8b4fe1930a8fd41079e5c32538eec6dd751937def1aac7dc1ced4f,3e0fa27a0f28e9c54bb6d0fd53abfdc3e8dd919792d8c7cd998c0207ce1e9689,8c862ed3c0ec412bf713d8c031f549be82ec82cc5ca2bb281aff77f43804d3aa,2f64ea9c31f531221c10c19088a0c0f6d293a66f4391acb10bfac41ca1a014d5,0a3f215400ce715684eb98cdce75ccbda7301b84,history_or_smoke,0,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_smoke,results/data/stage4a_freeze_r1/stage4a7_3/smoke/frozen_config.csv,1224,3934aa3d30fea71287cae41e48a605210d592665ef5031d5d2828ef076e66bd6,3e0fa27a0f28e9c54bb6d0fd53abfdc3e8dd919792d8c7cd998c0207ce1e9689,8c862ed3c0ec412bf713d8c031f549be82ec82cc5ca2bb281aff77f43804d3aa,2f64ea9c31f531221c10c19088a0c0f6d293a66f4391acb10bfac41ca1a014d5,0a3f215400ce715684eb98cdce75ccbda7301b84,history_or_smoke,0,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_smoke,results/data/stage4a_freeze_r1/stage4a7_3/smoke/lower_upper_ood_summary.csv,47807,78415448645ceb5b40684e833918496f7b595d60d45d57b0fed0a9f6b9ede692,3e0fa27a0f28e9c54bb6d0fd53abfdc3e8dd919792d8c7cd998c0207ce1e9689,8c862ed3c0ec412bf713d8c031f549be82ec82cc5ca2bb281aff77f43804d3aa,2f64ea9c31f531221c10c19088a0c0f6d293a66f4391acb10bfac41ca1a014d5,0a3f215400ce715684eb98cdce75ccbda7301b84,history_or_smoke,0,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_smoke,results/data/stage4a_freeze_r1/stage4a7_3/smoke/nonunique_benchmark_ledger.csv,12563,2a298f682a014b61c4f21492439a2f8252d80d7636a2ab71fa59a6e2a7a3b95a,3e0fa27a0f28e9c54bb6d0fd53abfdc3e8dd919792d8c7cd998c0207ce1e9689,8c862ed3c0ec412bf713d8c031f549be82ec82cc5ca2bb281aff77f43804d3aa,2f64ea9c31f531221c10c19088a0c0f6d293a66f4391acb10bfac41ca1a014d5,0a3f215400ce715684eb98cdce75ccbda7301b84,history_or_smoke,0,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_smoke,results/data/stage4a_freeze_r1/stage4a7_3/smoke/nonunique_equivalence_audit.csv,1372,775300e7c387f10e3b42fd5e8bd8721d18e9a68e7b7a4e55672c5dfc08ed6f02,3e0fa27a0f28e9c54bb6d0fd53abfdc3e8dd919792d8c7cd998c0207ce1e9689,8c862ed3c0ec412bf713d8c031f549be82ec82cc5ca2bb281aff77f43804d3aa,2f64ea9c31f531221c10c19088a0c0f6d293a66f4391acb10bfac41ca1a014d5,0a3f215400ce715684eb98cdce75ccbda7301b84,history_or_smoke,0,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_smoke,results/data/stage4a_freeze_r1/stage4a7_3/smoke/paired_domain_validation.csv,915462,391a594078923eb126e31091c8b1939723ab998992138b0efa81361301dad76f,3e0fa27a0f28e9c54bb6d0fd53abfdc3e8dd919792d8c7cd998c0207ce1e9689,8c862ed3c0ec412bf713d8c031f549be82ec82cc5ca2bb281aff77f43804d3aa,2f64ea9c31f531221c10c19088a0c0f6d293a66f4391acb10bfac41ca1a014d5,0a3f215400ce715684eb98cdce75ccbda7301b84,history_or_smoke,0,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_smoke,results/data/stage4a_freeze_r1/stage4a7_3/smoke/parameter_domain_calibration.csv,1209,d8449e2fe34d03f3b2209a537e4ebf0007dade340cba73e81ede76ce13acca4d,3e0fa27a0f28e9c54bb6d0fd53abfdc3e8dd919792d8c7cd998c0207ce1e9689,8c862ed3c0ec412bf713d8c031f549be82ec82cc5ca2bb281aff77f43804d3aa,2f64ea9c31f531221c10c19088a0c0f6d293a66f4391acb10bfac41ca1a014d5,0a3f215400ce715684eb98cdce75ccbda7301b84,history_or_smoke,0,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_smoke,results/data/stage4a_freeze_r1/stage4a7_3/smoke/runtime_environment_manifest.csv,382,981744d168ed33a7e922789e2a2e8bb938dafb663f104077acf8fb16fc32d236,3e0fa27a0f28e9c54bb6d0fd53abfdc3e8dd919792d8c7cd998c0207ce1e9689,8c862ed3c0ec412bf713d8c031f549be82ec82cc5ca2bb281aff77f43804d3aa,2f64ea9c31f531221c10c19088a0c0f6d293a66f4391acb10bfac41ca1a014d5,0a3f215400ce715684eb98cdce75ccbda7301b84,history_or_smoke,0,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_smoke,results/data/stage4a_freeze_r1/stage4a7_3/smoke/runtime_summary.csv,1372,68e7b7672261f778799003d84f8b54c6a643c47d3ae09abe1bc514058e1ad1bd,3e0fa27a0f28e9c54bb6d0fd53abfdc3e8dd919792d8c7cd998c0207ce1e9689,8c862ed3c0ec412bf713d8c031f549be82ec82cc5ca2bb281aff77f43804d3aa,2f64ea9c31f531221c10c19088a0c0f6d293a66f4391acb10bfac41ca1a014d5,0a3f215400ce715684eb98cdce75ccbda7301b84,history_or_smoke,0,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_smoke,results/data/stage4a_freeze_r1/stage4a7_3/smoke/scenario_manifest.csv,1520492,520a8337b5fc4f2f8ae76d53652c5354bfc44a85fc7e85568ac16cc172a6e41c,3e0fa27a0f28e9c54bb6d0fd53abfdc3e8dd919792d8c7cd998c0207ce1e9689,8c862ed3c0ec412bf713d8c031f549be82ec82cc5ca2bb281aff77f43804d3aa,2f64ea9c31f531221c10c19088a0c0f6d293a66f4391acb10bfac41ca1a014d5,0a3f215400ce715684eb98cdce75ccbda7301b84,history_or_smoke,0,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,method_selection_sensitivity,results/data/stage4a_freeze_r1/stage4a7_3/smoke/selection_rule_sensitivity.csv,15121,bc98ecb8270ddf333b6d194deca1ab4fd1cc35a12aaa84b5c85ef30f1fe93521,3e0fa27a0f28e9c54bb6d0fd53abfdc3e8dd919792d8c7cd998c0207ce1e9689,8c862ed3c0ec412bf713d8c031f549be82ec82cc5ca2bb281aff77f43804d3aa,2f64ea9c31f531221c10c19088a0c0f6d293a66f4391acb10bfac41ca1a014d5,0a3f215400ce715684eb98cdce75ccbda7301b84,sensitivity,0,Rule B audit only; not used for canonical selection.
Stage 4A Freeze-R.1,stage4a7_3_smoke,results/data/stage4a_freeze_r1/stage4a7_3/smoke/source_identity_manifest.csv,68256,0c6345679f7b28ed2b1f17f5e99433b1ef1c78fa2bbd93e22d4173e0d32e8df4,3e0fa27a0f28e9c54bb6d0fd53abfdc3e8dd919792d8c7cd998c0207ce1e9689,8c862ed3c0ec412bf713d8c031f549be82ec82cc5ca2bb281aff77f43804d3aa,2f64ea9c31f531221c10c19088a0c0f6d293a66f4391acb10bfac41ca1a014d5,0a3f215400ce715684eb98cdce75ccbda7301b84,history_or_smoke,0,Freeze-R.1 generated artifact.
Stage 4A Freeze-R.1,stage4a7_3_smoke,results/data/stage4a_freeze_r1/stage4a7_3/smoke/stage4a7_3_summary.mat,14704,bd44467ce5cc8cd2e9cce33343dbe0f0f8598579654608a34329412154ff635c,3e0fa27a0f28e9c54bb6d0fd53abfdc3e8dd919792d8c7cd998c0207ce1e9689,8c862ed3c0ec412bf713d8c031f549be82ec82cc5ca2bb281aff77f43804d3aa,2f64ea9c31f531221c10c19088a0c0f6d293a66f4391acb10bfac41ca1a014d5,0a3f215400ce715684eb98cdce75ccbda7301b84,history_or_smoke,0,Compact summary; frozen inputs are referenced read-only.
Stage 4A Freeze-R.1,stage4a7_3_smoke,results/data/stage4a_freeze_r1/stage4a7_3/smoke/summary.csv,1372,68e7b7672261f778799003d84f8b54c6a643c47d3ae09abe1bc514058e1ad1bd,3e0fa27a0f28e9c54bb6d0fd53abfdc3e8dd919792d8c7cd998c0207ce1e9689,8c862ed3c0ec412bf713d8c031f549be82ec82cc5ca2bb281aff77f43804d3aa,2f64ea9c31f531221c10c19088a0c0f6d293a66f4391acb10bfac41ca1a014d5,0a3f215400ce715684eb98cdce75ccbda7301b84,history_or_smoke,0,Freeze-R.1 generated artifact.
