candidate_id,candidate_signature,candidate_rank,profile_distance,candidate_p_value,in_candidate_set,is_truth,normalized_confidence_score,best_template_index,best_main_scale,best_branch_load_scale,dataset,scenario,sample,method,observation_seed,calibration_set_id,evidence_set_id,test_set_id
G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",3,0.21241872724355,0.0476190476190476,0,0,0.0316075397214026,NaN,NaN,NaN,archived_replay,scale_small,scale_small_r01,stage6b_baseline,20766002,7f5c2bd8fdb8fc70a865ad1171c7aa33845acb8a5d8bb6699ed4c79dd441cb87,c14491590decb04fa458d139a86b935db4f84f2f1ea1d5f51fa1f04257b84043,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G003,"M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;",2,0.15624195837639,0.0099009900990099,0,0,0.241708082587188,41,1,1.2,archived_counterfactual,scale_small,scale_small_r01,matched20_n100,20766002,6bb3169e022a6c5ebcbc8d5c6c924bb51ac067a353b79dd5a47c9a537b1c84c2,82b0520486f31f0462cdea0136d1ddc3473ce6a9bb249806a184c4673ef478ce,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",3,0.225472785773797,0.00497512437810945,0,0,0.0282136389789598,5,1,0.8,archived_counterfactual,scale_small,scale_small_r01,matched20_n200,20766002,d7e229c1aec9e8c0655cd26cb4bce2f45643c8a7fb1f6d7fd7f2fdabe72bf8b6,fcaa15705a962ee585a69b4253e31c665f38359a943359a2150ae45e07b68bf3,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G002,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0.118837947456585,0.0746268656716418,1,1,0.737109971615219,41,1,1.2,archived_counterfactual,scale_small,scale_small_r01,matched20_n200,20766002,d7e229c1aec9e8c0655cd26cb4bce2f45643c8a7fb1f6d7fd7f2fdabe72bf8b6,fcaa15705a962ee585a69b4253e31c665f38359a943359a2150ae45e07b68bf3,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G003,"M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;",2,0.15624195837639,0.00497512437810945,0,0,0.234676389405821,41,1,1.2,archived_counterfactual,scale_small,scale_small_r01,matched20_n200,20766002,d7e229c1aec9e8c0655cd26cb4bce2f45643c8a7fb1f6d7fd7f2fdabe72bf8b6,fcaa15705a962ee585a69b4253e31c665f38359a943359a2150ae45e07b68bf3,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",3,0.225472785773797,0.0099009900990099,0,0,0.0369438107300329,5,1,0.8,archived_counterfactual,scale_small,scale_small_r01,snr35_n100,20766002,4301a6d7b55b1b07f0869c96c8e63c4c5dc011f6c7092a81d04bc1d38e33a67d,2aa5a1854c770cd2538d868bc5624e0b20c70b51f0caf1ee415abf389e9498ab,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G002,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0.118837947456585,0.0297029702970297,0,1,0.711060364185191,41,1,1.2,archived_counterfactual,scale_small,scale_small_r01,snr35_n100,20766002,4301a6d7b55b1b07f0869c96c8e63c4c5dc011f6c7092a81d04bc1d38e33a67d,2aa5a1854c770cd2538d868bc5624e0b20c70b51f0caf1ee415abf389e9498ab,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G003,"M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;",2,0.15624195837639,0.0099009900990099,0,0,0.251995825084777,41,1,1.2,archived_counterfactual,scale_small,scale_small_r01,snr35_n100,20766002,4301a6d7b55b1b07f0869c96c8e63c4c5dc011f6c7092a81d04bc1d38e33a67d,2aa5a1854c770cd2538d868bc5624e0b20c70b51f0caf1ee415abf389e9498ab,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",3,0.225472785773797,0.0099009900990099,0,0,0.0352312290743244,5,1,0.8,archived_counterfactual,scale_small,scale_small_r01,nuisance_broad20_n100,20766002,d5c02317b40891db65e1b0ec6dd1613c54cbde87a595cfa0186d1af4b73c64d5,20a5df5637f196720498b1242df3d10e12a3962db63c3a51f341972622d7bc61,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G002,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0.118837947456585,0.0792079207920792,1,1,0.715850984949241,41,1,1.2,archived_counterfactual,scale_small,scale_small_r01,nuisance_broad20_n100,20766002,d5c02317b40891db65e1b0ec6dd1613c54cbde87a595cfa0186d1af4b73c64d5,20a5df5637f196720498b1242df3d10e12a3962db63c3a51f341972622d7bc61,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G003,"M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;",2,0.15624195837639,0.0099009900990099,0,0,0.248917785976434,41,1,1.2,archived_counterfactual,scale_small,scale_small_r01,nuisance_broad20_n100,20766002,d5c02317b40891db65e1b0ec6dd1613c54cbde87a595cfa0186d1af4b73c64d5,20a5df5637f196720498b1242df3d10e12a3962db63c3a51f341972622d7bc61,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",3,0.225472785773797,0.0476190476190476,0,0,0.052997893461772,5,1,0.8,archived_counterfactual,scale_small,scale_small_r01,combined_broad35_n20,20766002,f680c06e60615472508162afdf7ed10a45d55fe67df977a8b39174fb1cb22296,361731b734983d9520231f3e32f99f668371cd93cae00fcd4037ac61bfaa07d6,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G002,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0.118837947456585,0.0476190476190476,0,1,0.671450220795446,41,1,1.2,archived_counterfactual,scale_small,scale_small_r01,combined_broad35_n20,20766002,f680c06e60615472508162afdf7ed10a45d55fe67df977a8b39174fb1cb22296,361731b734983d9520231f3e32f99f668371cd93cae00fcd4037ac61bfaa07d6,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G003,"M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;",2,0.15624195837639,0.0476190476190476,0,0,0.275551885742782,41,1,1.2,archived_counterfactual,scale_small,scale_small_r01,combined_broad35_n20,20766002,f680c06e60615472508162afdf7ed10a45d55fe67df977a8b39174fb1cb22296,361731b734983d9520231f3e32f99f668371cd93cae00fcd4037ac61bfaa07d6,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",3,0.225472785773797,0.0099009900990099,0,0,0.0498755434327661,5,1,0.8,archived_counterfactual,scale_small,scale_small_r01,combined_broad35_n100,20766002,6d0553b07a2b06d6f95319ffc5539e0d902e4c3bbab273f9a23c46a88487b9c2,9ea6e52c160c2af6174c4cb07399bafad3e2103c573621421b662a4d70981489,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G002,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0.118837947456585,0.0396039603960396,0,1,0.678535052929344,41,1,1.2,archived_counterfactual,scale_small,scale_small_r01,combined_broad35_n100,20766002,6d0553b07a2b06d6f95319ffc5539e0d902e4c3bbab273f9a23c46a88487b9c2,9ea6e52c160c2af6174c4cb07399bafad3e2103c573621421b662a4d70981489,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G003,"M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;",2,0.15624195837639,0.0099009900990099,0,0,0.27158940363789,41,1,1.2,archived_counterfactual,scale_small,scale_small_r01,combined_broad35_n100,20766002,6d0553b07a2b06d6f95319ffc5539e0d902e4c3bbab273f9a23c46a88487b9c2,9ea6e52c160c2af6174c4cb07399bafad3e2103c573621421b662a4d70981489,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",3,0.225472785773797,0.0476190476190476,0,0,0.0474503048904198,5,1,0.8,archived_counterfactual,scale_small,scale_small_r01,originalset_split_evidence_n20,20766002,e67d6f7d37633d6d4fbaf645e2d8b193c5d90e48fe6737a367bddd9342064763,f612895b7b18106439b1bde59cf5ba83a02dd06cf4611a062de1d0c653e5169d,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G002,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0.118837947456585,0.0476190476190476,0,1,0.684218556165063,41,1,1.2,archived_counterfactual,scale_small,scale_small_r01,originalset_split_evidence_n20,20766002,e67d6f7d37633d6d4fbaf645e2d8b193c5d90e48fe6737a367bddd9342064763,f612895b7b18106439b1bde59cf5ba83a02dd06cf4611a062de1d0c653e5169d,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G003,"M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;",2,0.15624195837639,0.0476190476190476,0,0,0.268331138944517,41,1,1.2,archived_counterfactual,scale_small,scale_small_r01,originalset_split_evidence_n20,20766002,e67d6f7d37633d6d4fbaf645e2d8b193c5d90e48fe6737a367bddd9342064763,f612895b7b18106439b1bde59cf5ba83a02dd06cf4611a062de1d0c653e5169d,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",3,0.194291242452242,0.0476190476190476,0,0,0.0239662540330973,NaN,NaN,NaN,archived_replay,scale_small,scale_small_r02,stage6b_baseline,20766003,7f5c2bd8fdb8fc70a865ad1171c7aa33845acb8a5d8bb6699ed4c79dd441cb87,c14491590decb04fa458d139a86b935db4f84f2f1ea1d5f51fa1f04257b84043,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G002,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0.0522277763348495,0.428571428571429,1,1,0.853279762195225,NaN,NaN,NaN,archived_replay,scale_small,scale_small_r02,stage6b_baseline,20766003,7f5c2bd8fdb8fc70a865ad1171c7aa33845acb8a5d8bb6699ed4c79dd441cb87,c14491590decb04fa458d139a86b935db4f84f2f1ea1d5f51fa1f04257b84043,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G003,"M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;",2,0.129331253306265,0.0476190476190476,0,0,0.122753983771677,NaN,NaN,NaN,archived_replay,scale_small,scale_small_r02,stage6b_baseline,20766003,7f5c2bd8fdb8fc70a865ad1171c7aa33845acb8a5d8bb6699ed4c79dd441cb87,c14491590decb04fa458d139a86b935db4f84f2f1ea1d5f51fa1f04257b84043,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",3,0.194291242452242,0.0476190476190476,0,0,0.0257957862853027,5,1,0.8,archived_replay,scale_small,scale_small_r02,stage7a_original_reused,20766003,e67d6f7d37633d6d4fbaf645e2d8b193c5d90e48fe6737a367bddd9342064763,6d7a9428d3ff647a69923bd91f04097488f4e4670c878b506d89e14ddc3f4f08,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G002,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0.0522277763348495,0.476190476190476,1,1,0.845922430033253,23,1,1,archived_replay,scale_small,scale_small_r02,stage7a_original_reused,20766003,e67d6f7d37633d6d4fbaf645e2d8b193c5d90e48fe6737a367bddd9342064763,6d7a9428d3ff647a69923bd91f04097488f4e4670c878b506d89e14ddc3f4f08,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G003,"M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;",2,0.12900234885669,0.0476190476190476,0,0,0.128281783681444,41,1,1.2,archived_replay,scale_small,scale_small_r02,stage7a_original_reused,20766003,e67d6f7d37633d6d4fbaf645e2d8b193c5d90e48fe6737a367bddd9342064763,6d7a9428d3ff647a69923bd91f04097488f4e4670c878b506d89e14ddc3f4f08,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",3,0.195734786631611,0.0476190476190476,0,0,0.0153358603843377,NaN,NaN,NaN,archived_replay,scale_small,scale_small_r03,stage6b_baseline,20766004,7f5c2bd8fdb8fc70a865ad1171c7aa33845acb8a5d8bb6699ed4c79dd441cb87,c14491590decb04fa458d139a86b935db4f84f2f1ea1d5f51fa1f04257b84043,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G002,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0.033656696429324,0.666666666666667,1,1,0.903194784943912,NaN,NaN,NaN,archived_replay,scale_small,scale_small_r03,stage6b_baseline,20766004,7f5c2bd8fdb8fc70a865ad1171c7aa33845acb8a5d8bb6699ed4c79dd441cb87,c14491590decb04fa458d139a86b935db4f84f2f1ea1d5f51fa1f04257b84043,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G003,"M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;",2,0.129323416850873,0.0476190476190476,0,0,0.08146935467175,NaN,NaN,NaN,archived_replay,scale_small,scale_small_r03,stage6b_baseline,20766004,7f5c2bd8fdb8fc70a865ad1171c7aa33845acb8a5d8bb6699ed4c79dd441cb87,c14491590decb04fa458d139a86b935db4f84f2f1ea1d5f51fa1f04257b84043,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",3,0.195734786631611,0.0476190476190476,0,0,0.0167324437523089,5,1,0.8,archived_replay,scale_small,scale_small_r03,stage7a_original_reused,20766004,e67d6f7d37633d6d4fbaf645e2d8b193c5d90e48fe6737a367bddd9342064763,6d7a9428d3ff647a69923bd91f04097488f4e4670c878b506d89e14ddc3f4f08,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G002,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0.033656696429324,0.571428571428571,1,1,0.897206051165678,23,1,1,archived_replay,scale_small,scale_small_r03,stage7a_original_reused,20766004,e67d6f7d37633d6d4fbaf645e2d8b193c5d90e48fe6737a367bddd9342064763,6d7a9428d3ff647a69923bd91f04097488f4e4670c878b506d89e14ddc3f4f08,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G003,"M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;",2,0.129074413619555,0.0476190476190476,0,0,0.0860615050820129,41,1,1.2,archived_replay,scale_small,scale_small_r03,stage7a_original_reused,20766004,e67d6f7d37633d6d4fbaf645e2d8b193c5d90e48fe6737a367bddd9342064763,6d7a9428d3ff647a69923bd91f04097488f4e4670c878b506d89e14ddc3f4f08,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",3,0.204986960487181,0.0476190476190476,0,0,0.0270602075528049,NaN,NaN,NaN,archived_replay,scale_small,scale_small_r04,stage6b_baseline,20766005,7f5c2bd8fdb8fc70a865ad1171c7aa33845acb8a5d8bb6699ed4c79dd441cb87,c14491590decb04fa458d139a86b935db4f84f2f1ea1d5f51fa1f04257b84043,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G002,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0.0689254453486973,0.333333333333333,1,1,0.828465485945164,NaN,NaN,NaN,archived_replay,scale_small,scale_small_r04,stage6b_baseline,20766005,7f5c2bd8fdb8fc70a865ad1171c7aa33845acb8a5d8bb6699ed4c79dd441cb87,c14491590decb04fa458d139a86b935db4f84f2f1ea1d5f51fa1f04257b84043,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G003,"M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;",2,0.138376584902826,0.0476190476190476,0,0,0.144474306502031,NaN,NaN,NaN,archived_replay,scale_small,scale_small_r04,stage6b_baseline,20766005,7f5c2bd8fdb8fc70a865ad1171c7aa33845acb8a5d8bb6699ed4c79dd441cb87,c14491590decb04fa458d139a86b935db4f84f2f1ea1d5f51fa1f04257b84043,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",3,0.22717359342007,0.0476190476190476,0,0,0.045255080571345,4,0.975,0.8,archived_replay,scale_small,scale_small_r04,stage7a_original_reused,20766005,e67d6f7d37633d6d4fbaf645e2d8b193c5d90e48fe6737a367bddd9342064763,6d7a9428d3ff647a69923bd91f04097488f4e4670c878b506d89e14ddc3f4f08,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G002,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0.11460258580454,0.0952380952380952,1,1,0.719071262155614,40,0.975,1.2,archived_replay,scale_small,scale_small_r04,stage7a_original_reused,20766005,e67d6f7d37633d6d4fbaf645e2d8b193c5d90e48fe6737a367bddd9342064763,6d7a9428d3ff647a69923bd91f04097488f4e4670c878b506d89e14ddc3f4f08,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G003,"M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;",2,0.160007666349928,0.0476190476190476,0,0,0.235673657273041,40,0.975,1.2,archived_replay,scale_small,scale_small_r04,stage7a_original_reused,20766005,e67d6f7d37633d6d4fbaf645e2d8b193c5d90e48fe6737a367bddd9342064763,6d7a9428d3ff647a69923bd91f04097488f4e4670c878b506d89e14ddc3f4f08,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",3,0.201392079351323,0.0476190476190476,0,0,0.0232920680445719,NaN,NaN,NaN,archived_replay,scale_small,scale_small_r05,stage6b_baseline,20766006,7f5c2bd8fdb8fc70a865ad1171c7aa33845acb8a5d8bb6699ed4c79dd441cb87,c14491590decb04fa458d139a86b935db4f84f2f1ea1d5f51fa1f04257b84043,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G002,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0.0583928650973138,0.380952380952381,1,1,0.849021619065559,NaN,NaN,NaN,archived_replay,scale_small,scale_small_r05,stage6b_baseline,20766006,7f5c2bd8fdb8fc70a865ad1171c7aa33845acb8a5d8bb6699ed4c79dd441cb87,c14491590decb04fa458d139a86b935db4f84f2f1ea1d5f51fa1f04257b84043,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G003,"M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;",2,0.133730821853381,0.0476190476190476,0,0,0.127686312889869,NaN,NaN,NaN,archived_replay,scale_small,scale_small_r05,stage6b_baseline,20766006,7f5c2bd8fdb8fc70a865ad1171c7aa33845acb8a5d8bb6699ed4c79dd441cb87,c14491590decb04fa458d139a86b935db4f84f2f1ea1d5f51fa1f04257b84043,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",3,0.201392079351323,0.0476190476190476,0,0,0.0250759062841224,5,1,0.8,archived_replay,scale_small,scale_small_r05,stage7a_original_reused,20766006,e67d6f7d37633d6d4fbaf645e2d8b193c5d90e48fe6737a367bddd9342064763,6d7a9428d3ff647a69923bd91f04097488f4e4670c878b506d89e14ddc3f4f08,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G002,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0.0583928650973138,0.428571428571429,1,1,0.841438942914245,23,1,1,archived_replay,scale_small,scale_small_r05,stage7a_original_reused,20766006,e67d6f7d37633d6d4fbaf645e2d8b193c5d90e48fe6737a367bddd9342064763,6d7a9428d3ff647a69923bd91f04097488f4e4670c878b506d89e14ddc3f4f08,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G003,"M=20,20,20,20,|T=0,0,0,0,|B=1,15,1,50;",2,0.133332727528284,0.0476190476190476,0,0,0.133485150801632,41,1,1.2,archived_replay,scale_small,scale_small_r05,stage7a_original_reused,20766006,e67d6f7d37633d6d4fbaf645e2d8b193c5d90e48fe6737a367bddd9342064763,6d7a9428d3ff647a69923bd91f04097488f4e4670c878b506d89e14ddc3f4f08,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G001,"M=20,20,20,20,|T=0,0,0,0,|B=none",3,0.193330888645629,0.0476190476190476,0,0,0.0162780692862379,NaN,NaN,NaN,archived_replay,scale_small,scale_small_r06,stage6b_baseline,20766007,7f5c2bd8fdb8fc70a865ad1171c7aa33845acb8a5d8bb6699ed4c79dd441cb87,c14491590decb04fa458d139a86b935db4f84f2f1ea1d5f51fa1f04257b84043,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
G002,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0.0336729147651694,0.666666666666667,1,1,0.902081553264118,NaN,NaN,NaN,archived_replay,scale_small,scale_small_r06,stage6b_baseline,20766007,7f5c2bd8fdb8fc70a865ad1171c7aa33845acb8a5d8bb6699ed4c79dd441cb87,c14491590decb04fa458d139a86b935db4f84f2f1ea1d5f51fa1f04257b84043,db3cc2d4915d68208c17264dfc51e2922439e5b5cffa0ea59f532d875deccb6f
